"CHLOROPHYLL-SPECIFIC ABSORPTION" coefficient, achl*(wavelength) in m^2/mg, 
for use by the IOP (ab) and chlorophyll-fluorescence routines.  This file contains 
the ac*' data of Prieur and Sathyendranath, 1981, Limnol & Oceanogr, 26(4), 671-689, 
Table 2 Columm 3, scaled so that ac*(440nm) equals 0.05.  This file is consistent 
with the Prieur-Sathyendranath-Morel model for absorption by Chl (Light & Water Eq. 3.27)
as used in routine abcase1.  Values below 400 and above 700 nm were extrapolated by eye.
Note that the abcase1 model normalizes these values to 1 at 440nm, whereas
fluorescence routine shatchl (in file shat.f) requires absolute values, as given here. 
wavelength    a*
(nm)        (m^2/mg)
400	0.014980382
401	0.015140090
402	0.015107159
403	0.015298659
404	0.015387187
405	0.015499827
406	0.015671151
407	0.015842464
408	0.016047911
409	0.016253485
410	0.016451339
411	0.016660721
412	0.016853215
413	0.017006388
414	0.017141402
415	0.017343960
416	0.017442249
417	0.017561713
418	0.017639556
419	0.017638383
420	0.017671568
421	0.017725098
422	0.017675190
423	0.017706999
424	0.017688827
425	0.017694197
426	0.017795899
427	0.017830225
428	0.017932039
429	0.018012213
430	0.018142852
431	0.018314769
432	0.018527349
433	0.018668008
434	0.018899989
435	0.018994178
436	0.019124585
437	0.019232497
438	0.019254285
439	0.019302372
440	0.019150273
441	0.018986780
442	0.018773660
443	0.018463075
444	0.018053817
445	0.017658041
446	0.017089869
447	0.016498544
448	0.015891089
449	0.015271324
450	0.014698765
451	0.014083554
452	0.013561934
453	0.012982459
454	0.012524771
455	0.012046081
456	0.011716589
457	0.011465216
458	0.011165785
459	0.010905715
460	0.010735320
461	0.010576367
462	0.010378637
463	0.010301468
464	0.010170533
465	0.010007100
466	0.009982855
467	0.009895261
468	0.009790494
469	0.009714754
470	0.009656681
471	0.009574762
472	0.009442932
473	0.009427810
474	0.009361572
475	0.009246861
476	0.009172503
477	0.009114521
478	0.009040259
479	0.008960849
480	0.008945560
481	0.008857954
482	0.008873673
483	0.008774832
484	0.008718631
485	0.008689974
486	0.008618315
487	0.008618467
488	0.008595997
489	0.008538786
490	0.008518308
491	0.008544967
492	0.008483586
493	0.008459493
494	0.008392252
495	0.008361807
496	0.008321105
497	0.008284155
498	0.008204217
499	0.008160960
500	0.007995567
501	0.007938121
502	0.007878086
503	0.007787821
504	0.007666214
505	0.007573794
506	0.007472853
507	0.007318383
508	0.007235913
509	0.007062614
510	0.006984395
511	0.006841311
512	0.006712607
513	0.006512723
514	0.006394547
515	0.006311487
516	0.006146778
517	0.006064784
518	0.005865617
519	0.005798164
520	0.005660432
521	0.005555690
522	0.005409342
523	0.005291189
524	0.005196319
525	0.005036279
526	0.004939732
527	0.004853934
528	0.004801586
529	0.004675676
530	0.004607969
531	0.004501371
532	0.004442348
533	0.004409109
534	0.004373848
535	0.004297881
536	0.004254527
537	0.004208210
538	0.004178858
539	0.004151971
540	0.004082936
541	0.004064454
542	0.004068641
543	0.004045577
544	0.004016514
545	0.004020775
546	0.003982609
547	0.003948276
548	0.003931611
549	0.003912200
550	0.003965723
551	0.003881465
552	0.003918145
553	0.003895622
554	0.003912959
555	0.003921624
556	0.003969984
557	0.003958161
558	0.004008775
559	0.004000232
560	0.004015034
561	0.004094001
562	0.004097714
563	0.004184984
564	0.004244718
565	0.004300580
566	0.004339194
567	0.004458705
568	0.004478278
569	0.004576278
570	0.004667369
571	0.004769177
572	0.004816101
573	0.004908886
574	0.005013050
575	0.005118775
576	0.005229807
577	0.005312618
578	0.005373939
579	0.005465333
580	0.005574034
581	0.005623888
582	0.005759936
583	0.005832277
584	0.005890140
585	0.005980400
586	0.006080196
587	0.006141592
588	0.006208887
589	0.006266945
590	0.006402249
591	0.006432482
592	0.006484580
593	0.006531879
594	0.006574651
595	0.006665206
596	0.006701154
597	0.006748588
598	0.006809955
599	0.006850869
600	0.006935632
601	0.006942434
602	0.007030732
603	0.007080878
604	0.007173202
605	0.007280254
606	0.007364937
607	0.007446049
608	0.007497361
609	0.007623739
610	0.007747752
611	0.007850857
612	0.007948137
613	0.008052218
614	0.008125725
615	0.008235239
616	0.008341366
617	0.008397887
618	0.008509800
619	0.008543766
620	0.008583129
621	0.008638139
622	0.008653232
623	0.008656873
624	0.008669841
625	0.008675919
626	0.008685317
627	0.008676406
628	0.008637114
629	0.008543020
630	0.008544736
631	0.008465507
632	0.008481121
633	0.008384207
634	0.008302466
635	0.008207381
636	0.008117274
637	0.008079543
638	0.007942686
639	0.007834444
640	0.007808550
641	0.007654515
642	0.007550523
643	0.007455531
644	0.007379781
645	0.007333960
